,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,clusters,cluster
17442,89.0,1,2,0.24,11,183,1,purple
17443,35.0,7,0,0.72,1,0,0,pink
17444,138.0,1,6,0.73,8,164,1,purple
17445,100.0,1,0,0.72,11,183,1,purple
17446,75.0,4,8,1.11,2,143,0,pink
17447,89.0,1,8,1.05,8,169,1,purple
17448,111.0,1,0,0.72,8,339,1,purple
17449,136.0,1,3,0.36,8,180,1,purple
17450,142.0,1,3,3.0,8,356,1,purple
17451,169.0,2,2,0.6,1,205,1,purple
17452,120.0,1,0,0.72,8,337,1,purple
17453,45.0,22,0,0.72,76,193,1,purple
17454,35.0,22,2,0.27,76,255,1,purple
17455,55.0,89,0,0.72,28,273,1,purple
17456,44.0,89,0,0.72,28,158,1,purple
17457,123.0,2,0,0.72,11,179,1,purple
17458,108.0,2,0,0.72,11,174,1,purple
17459,85.0,2,4,1.64,2,177,1,purple
17460,100.0,1,0,0.72,11,183,1,purple
17461,49.0,90,0,0.72,2,256,1,purple
17462,40.0,5,0,0.72,1,0,0,pink
17463,30.0,2,0,0.72,2,343,1,purple
17464,35.0,10,0,0.72,1,0,0,pink
17465,59.0,4,1,0.12,2,334,1,purple
17466,44.0,3,1,0.13,2,348,1,purple
17467,170.0,21,0,0.72,1,0,0,pink
17468,50.0,1,0,0.72,1,0,0,pink
17469,75.0,7,0,0.72,2,90,0,pink
17470,25.0,2,0,0.72,1,0,0,pink
17471,55.0,30,0,0.72,1,346,1,purple
17472,65.0,1,1,0.12,5,299,1,purple
17473,200.0,1,2,1.58,2,132,0,pink
17474,80.0,1,0,0.72,5,299,1,purple
17475,91.0,1,0,0.72,5,303,1,purple
17476,105.0,1,0,0.72,5,303,1,purple
17477,97.0,1,0,0.72,5,303,1,purple
17478,40.0,5,0,0.72,1,0,0,pink
17479,20.0,4,1,0.12,3,275,1,purple
17480,28.0,1,2,0.52,4,205,1,purple
17481,85.0,2,0,0.72,2,365,1,purple
17482,35.0,3,2,2.0,1,10,0,pink
17483,105.0,2,2,0.28,2,365,1,purple
17484,143.0,1,4,4.0,2,364,1,purple
17485,49.0,30,0,0.72,1,42,0,pink
17486,61.0,1,5,2.03,6,38,0,pink
17487,30.0,1,0,0.72,1,363,1,purple
17488,38.0,12,0,0.72,1,15,0,pink
17489,25.0,1,7,0.89,1,341,1,purple
17490,80.0,30,9,1.46,9,110,0,pink
17491,25.0,1,0,0.72,1,0,0,pink
17492,55.0,1,0,0.72,3,365,1,purple
17493,35.0,15,3,0.39,1,0,0,pink
17494,55.0,5,2,1.58,1,6,0,pink
17495,100.0,7,0,0.72,1,0,0,pink
17496,95.0,1,1,0.13,6,151,1,purple
17497,36.0,3,0,0.72,1,1,0,pink
17498,34.0,1,1,0.52,1,0,0,pink
17499,150.0,1,3,0.45,1,47,0,pink
17500,35.0,1,4,1.46,2,337,1,purple
17501,55.0,183,0,0.72,1,358,1,purple
17502,80.0,2,11,1.59,1,255,1,purple
17503,99.0,1,3,0.52,6,333,1,purple
17504,108.0,1,0,0.72,6,353,1,purple
17505,45.0,2,3,0.73,3,365,1,purple
17506,71.0,1,7,0.93,6,332,1,purple
17507,90.0,1,0,0.72,6,357,1,purple
17508,62.0,1,4,0.53,6,282,1,purple
17509,75.0,3,1,0.29,2,156,1,purple
17510,81.0,1,1,0.37,6,349,1,purple
17511,70.0,5,0,0.72,1,322,1,purple
17512,400.0,1,0,0.72,1,364,1,purple
17513,43.0,89,1,0.18,28,365,1,purple
17514,70.0,5,0,0.72,1,0,0,pink
17515,40.0,25,0,0.72,2,0,0,pink
17516,27.0,20,0,0.72,1,0,0,pink
17517,134.0,1,3,1.29,6,280,1,purple
17518,41.0,25,0,0.72,1,0,0,pink
17519,140.0,90,0,0.72,4,365,1,purple
17520,100.0,30,1,0.25,28,318,1,purple
17521,60.0,3,5,0.83,1,110,0,pink
17522,33.0,14,0,0.72,1,0,0,pink
17523,59.0,1,5,3.13,1,162,1,purple
17524,39.0,60,1,0.45,2,223,1,purple
17525,66.0,14,4,4.0,1,25,0,pink
17526,35.0,6,0,0.72,1,254,1,purple
17527,30.0,3,4,0.52,1,13,0,pink
17528,63.0,2,0,0.72,1,71,0,pink
17529,110.0,30,0,0.72,28,349,1,purple
17530,117.0,1,1,1.0,16,339,1,purple
17531,171.0,1,0,0.72,16,327,1,purple
17532,113.0,1,1,1.0,16,331,1,purple
17533,161.0,1,1,1.0,16,333,1,purple
17534,106.0,1,0,0.72,16,331,1,purple
17535,65.0,7,0,0.72,1,179,1,purple
17536,25.0,3,2,0.25,1,285,1,purple
17537,71.0,1,5,1.43,1,82,0,pink
17538,73.0,5,0,0.72,1,11,0,pink
17539,25.0,1,9,1.12,1,159,1,purple
17540,83.0,3,0,0.72,2,365,1,purple
17541,45.0,2,0,0.72,1,363,1,purple
17542,62.0,30,0,0.72,28,320,1,purple
17543,140.0,1,0,0.72,16,350,1,purple
17544,169.0,1,0,0.72,16,360,1,purple
17545,97.0,1,1,1.0,16,336,1,purple
17546,116.0,1,1,1.0,16,358,1,purple
17547,172.0,1,1,1.0,16,348,1,purple
17548,69.0,1,0,0.72,16,123,0,pink
17549,110.0,1,0,0.72,16,335,1,purple
17550,129.0,1,0,0.72,16,330,1,purple
17551,83.0,1,0,0.72,16,327,1,purple
17552,115.0,1,0,0.72,16,344,1,purple
17553,130.0,30,0,0.72,1,342,1,purple
17554,70.0,2,6,0.85,1,72,0,pink
17555,46.0,1,0,0.72,1,1,0,pink
17556,55.0,1,3,1.36,1,0,0,pink
17557,23.0,1,0,0.72,2,362,1,purple
17558,79.0,2,1,0.16,1,0,0,pink
17559,40.0,1,1,0.13,2,364,1,purple
17560,20.0,3,0,0.72,1,193,1,purple
17561,73.0,3,2,2.0,4,344,1,purple
17562,51.0,3,4,0.55,2,358,1,purple
17563,65.0,14,0,0.72,1,0,0,pink
17564,38.0,30,0,0.72,3,163,1,purple
17565,50.0,6,0,0.72,4,0,0,pink
17566,44.0,10,3,0.49,1,55,0,pink
17567,100.0,7,0,0.72,3,60,0,pink
17568,79.0,5,0,0.72,1,0,0,pink
17569,42.0,60,0,0.72,8,283,1,purple
17570,71.0,2,7,1.98,1,334,1,purple
17571,50.0,7,0,0.72,1,300,1,purple
17572,55.0,1,21,3.82,1,9,0,pink
17573,80.0,1,1,0.18,1,0,0,pink
17574,35.0,1,6,0.89,2,0,0,pink
17575,39.0,1,6,0.93,2,3,0,pink
17576,30.0,2,0,0.72,2,0,0,pink
17577,135.0,1,17,3.21,1,344,1,purple
17578,40.0,3,0,0.72,1,0,0,pink
17579,70.0,2,0,0.72,1,89,0,pink
17580,100.0,7,2,0.29,1,87,0,pink
17581,45.0,1,2,1.62,2,365,1,purple
17582,150.0,7,0,0.72,1,242,1,purple
17583,51.0,6,4,1.85,1,3,0,pink
17584,80.0,5,0,0.72,1,310,1,purple
17585,50.0,2,0,0.72,1,346,1,purple
17586,300.0,4,1,0.18,8,247,1,purple
17587,130.0,1,3,0.41,1,11,0,pink
17588,82.0,5,0,0.72,1,365,1,purple
17589,100.0,10,0,0.72,1,254,1,purple
17590,45.0,2,0,0.72,2,0,0,pink
17591,400.0,1,0,0.72,1,179,1,purple
17592,61.0,2,5,1.72,2,146,0,pink
17593,40.0,60,0,0.72,17,254,1,purple
17594,193.0,1,12,7.83,6,328,1,purple
17595,130.0,3,5,3.33,1,74,0,pink
17596,79.0,4,0,0.72,1,336,1,purple
17597,31.0,3,4,1.54,1,0,0,pink
17598,46.0,1,0,0.72,1,197,1,purple
17599,120.0,1,0,0.72,2,71,0,pink
17600,58.0,20,0,0.72,1,363,1,purple
17601,75.0,30,0,0.72,1,0,0,pink
17602,99.0,1,0,0.72,1,339,1,purple
17603,50.0,1,3,0.41,1,133,0,pink
17604,80.0,1,0,0.72,2,365,1,purple
17605,80.0,3,0,0.72,1,0,0,pink
17606,45.0,2,0,0.72,2,98,0,pink
17607,45.0,2,0,0.72,2,98,0,pink
17608,100.0,3,3,0.53,1,0,0,pink
17609,290.0,2,0,0.72,2,275,1,purple
17610,26.0,1,6,1.76,1,64,0,pink
17611,50.0,3,1,1.0,1,15,0,pink
17612,70.0,61,1,1.0,2,293,1,purple
17613,87.0,29,0,0.72,44,166,1,purple
17614,100.0,29,0,0.72,44,204,1,purple
17615,125.0,29,0,0.72,44,180,1,purple
17616,313.0,29,0,0.72,44,182,1,purple
17617,165.0,30,0,0.72,9,155,1,purple
17618,125.0,30,0,0.72,9,170,1,purple
17619,179.0,30,0,0.72,9,141,1,purple
17620,175.0,1,8,1.85,6,336,1,purple
17621,17.0,2,1,0.25,4,0,0,pink
17622,20.0,180,0,0.72,1,224,1,purple
17623,188.0,1,0,0.72,1,322,1,purple
17624,150.0,2,0,0.72,1,9,0,pink
17625,29.0,1,24,8.57,1,13,0,pink
17626,69.0,3,0,0.72,2,28,0,pink
17627,58.0,1,0,0.72,7,266,1,purple
17628,100.0,4,0,0.72,1,156,1,purple
17629,60.0,3,0,0.72,1,0,0,pink
17630,25.0,2,2,0.44,1,285,1,purple
17631,95.0,1,22,5.12,8,345,1,purple
17632,38.0,50,0,0.72,4,171,1,purple
17633,74.0,1,7,1.15,26,224,1,purple
17634,59.0,1,8,1.69,26,239,1,purple
17635,60.0,30,2,2.0,2,0,0,pink
17636,30.0,3,0,0.72,1,285,1,purple
17637,124.0,1,0,0.72,1,365,1,purple
17638,80.0,3,2,0.31,1,365,1,purple
17639,50.0,5,3,3.0,1,0,0,pink
17640,55.0,2,1,1.0,1,131,0,pink
17641,52.0,7,2,0.57,1,10,0,pink
17642,78.0,1,1,0.14,38,306,1,purple
17643,58.0,1,1,0.14,38,321,1,purple
17644,80.0,2,0,0.72,1,0,0,pink
17645,75.0,1,65,9.42,1,250,1,purple
17646,189.0,1,12,2.09,6,319,1,purple
17647,78.0,1,3,0.42,38,337,1,purple
17648,55.0,180,0,0.72,4,316,1,purple
17649,78.0,1,1,0.14,38,337,1,purple
17650,58.0,1,0,0.72,38,343,1,purple
17651,20.0,13,0,0.72,1,0,0,pink
17652,103.0,3,12,2.42,2,121,0,pink
17653,82.0,1,229,34.87,5,359,1,purple
17654,52.0,5,6,1.91,2,190,1,purple
17655,50.0,3,0,0.72,1,0,0,pink
17656,22.0,14,0,0.72,2,0,0,pink
17657,50.0,30,0,0.72,1,0,0,pink
17658,25.0,7,0,0.72,1,0,0,pink
17659,60.0,2,1,1.0,1,15,0,pink
17660,140.0,3,2,2.0,2,145,1,purple
17661,70.0,1,0,0.72,1,353,1,purple
17662,92.0,1,126,19.48,5,347,1,purple
17663,117.0,1,34,5.26,5,308,1,purple
17664,138.0,1,12,2.93,5,317,1,purple
17665,168.0,1,14,3.07,5,312,1,purple
17666,40.0,7,0,0.72,1,0,0,pink
17667,45.0,5,0,0.72,1,282,1,purple
17668,47.0,11,2,0.55,1,0,0,pink
17669,40.0,1,1,1.0,1,0,0,pink
17670,40.0,1,0,0.72,1,0,0,pink
17671,62.0,14,0,0.72,1,11,0,pink
17672,30.0,2,0,0.72,1,0,0,pink
17673,161.0,1,7,1.65,3,365,1,purple
17674,134.0,1,0,0.72,3,358,1,purple
17675,248.0,1,2,0.53,3,338,1,purple
17676,50.0,1,0,0.72,1,360,1,purple
17677,40.0,1,0,0.72,1,11,0,pink
17678,56.0,7,1,0.88,2,11,0,pink
17679,40.0,4,0,0.72,3,0,0,pink
17680,15.0,3,0,0.72,2,0,0,pink
17681,50.0,10,0,0.72,1,16,0,pink
17682,100.0,3,0,0.72,1,134,0,pink
17683,88.0,3,0,0.72,1,152,1,purple
17684,100.0,7,3,0.7,1,14,0,pink
17685,83.0,2,17,4.59,1,69,0,pink
17686,70.0,3,2,0.51,1,8,0,pink
17687,50.0,2,0,0.72,2,0,0,pink
17688,57.0,50,0,0.72,1,83,0,pink
17689,30.0,1,0,0.72,1,0,0,pink
17690,40.0,4,0,0.72,1,0,0,pink
17691,40.0,20,0,0.72,1,288,1,purple
17692,50.0,1,0,0.72,2,0,0,pink
17693,50.0,2,0,0.72,2,0,0,pink
17694,40.0,4,0,0.72,2,362,1,purple
17695,76.0,1,0,0.72,1,289,1,purple
17696,86.0,1,12,1.82,2,300,1,purple
17697,96.0,1,4,0.76,2,297,1,purple
17698,188.0,1,2,0.75,1,302,1,purple
17699,76.0,1,5,2.54,3,313,1,purple
17700,85.0,1,3,0.5,3,359,1,purple
17701,95.0,1,1,1.0,3,173,1,purple
17702,102.0,1,7,4.12,2,329,1,purple
17703,114.0,1,6,1.36,2,264,1,purple
17704,45.0,2,1,0.16,3,0,0,pink
17705,145.0,1,3,0.49,1,312,1,purple
17706,75.0,60,0,0.72,1,365,1,purple
17707,500.0,92,0,0.72,1,365,1,purple
17708,35.0,1,3,0.88,1,356,1,purple
17709,67.0,1,2,2.0,2,262,1,purple
17710,90.0,20,0,0.72,3,47,0,pink
17711,70.0,1,2,0.5,1,0,0,pink
17712,60.0,3,0,0.72,2,0,0,pink
17713,75.0,1,0,0.72,1,365,1,purple
17714,85.0,2,4,0.67,1,180,1,purple
17715,12.0,31,0,0.72,1,0,0,pink
17716,190.0,1,0,0.72,1,270,1,purple
17717,35.0,6,0,0.72,1,0,0,pink
17718,25.0,30,0,0.72,1,346,1,purple
17719,62.0,14,0,0.72,5,159,1,purple
17720,153.0,1,4,0.75,1,279,1,purple
17721,55.0,14,2,1.87,5,171,1,purple
17722,102.0,1,1,0.48,3,314,1,purple
17723,82.0,1,4,0.66,3,312,1,purple
17724,94.0,1,3,0.96,3,321,1,purple
17725,27.0,3,0,0.72,1,0,0,pink
17726,132.0,1,9,1.91,3,304,1,purple
17727,143.0,1,5,1.0,3,307,1,purple
17728,120.0,1,6,0.91,3,298,1,purple
17729,350.0,30,0,0.72,1,0,0,pink
17730,120.0,2,0,0.72,2,345,1,purple
17731,35.0,21,0,0.72,1,340,1,purple
17732,80.0,2,0,0.72,1,180,1,purple
17733,27.0,5,1,0.61,1,268,1,purple
17734,46.0,50,0,0.72,4,157,1,purple
17735,78.0,1,0,0.72,38,329,1,purple
17736,78.0,1,0,0.72,38,336,1,purple
17737,78.0,1,0,0.72,38,336,1,purple
17738,49.0,3,0,0.72,1,0,0,pink
17739,78.0,1,0,0.72,38,330,1,purple
17740,78.0,1,0,0.72,38,353,1,purple
17741,78.0,1,0,0.72,38,353,1,purple
17742,78.0,1,0,0.72,38,341,1,purple
17743,78.0,1,0,0.72,38,339,1,purple
17744,60.0,7,5,1.28,9,39,0,pink
17745,78.0,1,0,0.72,38,336,1,purple
17746,78.0,1,0,0.72,38,341,1,purple
17747,18.0,1,1,0.15,1,0,0,pink
17748,78.0,1,0,0.72,38,337,1,purple
17749,78.0,1,0,0.72,38,305,1,purple
17750,78.0,1,0,0.72,38,351,1,purple
17751,42.0,58,3,0.55,1,225,1,purple
17752,78.0,1,1,0.38,38,326,1,purple
17753,58.0,1,0,0.72,38,305,1,purple
17754,30.0,7,0,0.72,1,0,0,pink
17755,58.0,1,0,0.72,38,325,1,purple
17756,58.0,1,0,0.72,38,338,1,purple
17757,19.0,3,1,0.16,1,0,0,pink
17758,78.0,1,0,0.72,38,352,1,purple
17759,58.0,1,0,0.72,38,330,1,purple
17760,58.0,1,0,0.72,38,319,1,purple
17761,169.0,1,3,2.73,2,19,0,pink
17762,58.0,1,0,0.72,38,323,1,purple
17763,58.0,1,0,0.72,38,309,1,purple
17764,73.3032207384132,1,0,0.72,1,0,0,pink
17765,56.0,1,0,0.72,38,332,1,purple
17766,35.0,2,0,0.72,1,0,0,pink
17767,95.0,4,0,0.72,1,75,0,pink
17768,30.0,5,0,0.72,1,0,0,pink
17769,45.0,1,0,0.72,1,89,0,pink
17770,60.0,2,1,1.0,1,10,0,pink
17771,35.0,1,0,0.72,1,32,0,pink
17772,20.0,3,0,0.72,1,0,0,pink
17773,100.0,3,1,1.0,1,235,1,purple
17774,16.0,30,0,0.72,1,0,0,pink
17775,70.0,3,15,4.33,1,298,1,purple
17776,35.0,7,2,0.32,1,0,0,pink
17777,18.0,30,1,0.29,1,0,0,pink
17778,38.0,50,1,0.23,4,189,1,purple
17779,56.0,1,1,0.32,38,345,1,purple
17780,56.0,1,0,0.72,38,337,1,purple
17781,56.0,1,1,0.25,38,348,1,purple
17782,56.0,1,0,0.72,38,342,1,purple
17783,45.0,4,7,1.65,1,2,0,pink
17784,83.0,1,0,0.72,38,344,1,purple
17785,83.0,1,0,0.72,38,353,1,purple
17786,83.0,1,2,0.95,38,353,1,purple
17787,179.0,1,12,3.13,2,52,0,pink
17788,83.0,1,1,0.3,38,339,1,purple
17789,113.0,1,0,0.72,2,34,0,pink
17790,50.0,1,0,0.72,1,365,1,purple
17791,50.0,3,8,1.74,1,122,0,pink
17792,299.0,7,0,0.72,1,365,1,purple
17793,64.0,1,12,2.93,1,172,1,purple
17794,31.0,2,1,1.0,1,39,0,pink
17795,111.0,14,0,0.72,1,362,1,purple
17796,30.0,1,0,0.72,1,0,0,pink
17797,65.0,1,12,1.88,1,166,1,purple
17798,131.0,7,0,0.72,5,365,1,purple
17799,55.0,2,0,0.72,2,128,0,pink
17800,50.0,2,0,0.72,1,90,0,pink
17801,51.0,3,3,2.73,2,347,1,purple
17802,79.0,2,1,0.79,1,354,1,purple
17803,35.0,10,0,0.72,1,0,0,pink
17804,132.0,13,0,0.72,5,365,1,purple
17805,36.0,30,0,0.72,5,103,0,pink
17806,50.0,2,4,0.62,1,0,0,pink
17807,79.0,21,7,1.53,1,48,0,pink
17808,40.0,3,0,0.72,1,0,0,pink
17809,20.0,5,0,0.72,3,0,0,pink
17810,31.0,5,5,5.0,3,64,0,pink
17811,85.0,99,0,0.72,1,357,1,purple
17812,40.0,1,3,0.49,1,12,0,pink
17813,35.0,1,1,0.25,1,89,0,pink
17814,80.0,10,0,0.72,6,98,0,pink
17815,55.0,1,0,0.72,1,117,0,pink
17816,17.0,90,1,0.22,1,193,1,purple
17817,44.0,30,0,0.72,1,209,1,purple
17818,35.0,35,0,0.72,1,77,0,pink
17819,69.0,1,0,0.72,1,0,0,pink
17820,32.0,10,1,0.23,2,193,1,purple
17821,200.0,1,0,0.72,1,0,0,pink
17822,40.0,5,0,0.72,1,0,0,pink
17823,50.0,50,0,0.72,4,127,0,pink
17824,35.0,15,0,0.72,1,90,0,pink
17825,90.0,1,0,0.72,26,103,0,pink
17826,40.0,62,0,0.72,2,162,1,purple
17827,30.0,1,1,0.22,1,297,1,purple
17828,55.0,30,0,0.72,8,287,1,purple
17829,70.0,10,2,0.59,1,0,0,pink
17830,26.0,4,4,0.85,1,0,0,pink
17831,150.0,1,0,0.72,1,365,1,purple
17832,129.0,1,0,0.72,1,74,0,pink
17833,100.0,14,0,0.72,1,0,0,pink
17834,13.0,6,1,0.2,1,0,0,pink
17835,12.0,3,0,0.72,1,0,0,pink
17836,55.0,60,0,0.72,8,225,1,purple
17837,100.0,3,0,0.72,1,0,0,pink
17838,50.0,4,1,0.22,1,2,0,pink
17839,219.0,1,0,0.72,9,326,1,purple
17840,219.0,1,0,0.72,10,328,1,purple
17841,219.0,1,0,0.72,10,324,1,purple
17842,219.0,1,0,0.72,10,324,1,purple
17843,219.0,1,0,0.72,9,318,1,purple
17844,219.0,1,0,0.72,10,323,1,purple
17845,219.0,1,0,0.72,9,316,1,purple
17846,59.0,1,2,0.38,2,205,1,purple
17847,55.0,1,0,0.72,1,0,0,pink
17848,50.0,1,0,0.72,1,16,0,pink
17849,129.0,3,1,1.0,7,334,1,purple
17850,20.0,3,1,0.19,1,0,0,pink
17851,70.0,10,0,0.72,1,145,0,pink
17852,50.0,14,0,0.72,1,193,1,purple
17853,44.0,1,8,1.4,11,347,1,purple
17854,86.0,1,6,1.1,1,0,0,pink
17855,45.0,7,0,0.72,1,10,0,pink
17856,23.0,30,0,0.72,1,288,1,purple
17857,38.0,2,0,0.72,3,268,1,purple
17858,45.0,2,0,0.72,1,88,0,pink
17859,50.0,30,1,0.23,2,1,0,pink
17860,30.0,14,2,0.63,76,0,0,pink
17861,110.0,2,0,0.72,1,2,0,pink
17862,280.0,3,0,0.72,2,318,1,purple
17863,280.0,3,0,0.72,2,324,1,purple
17864,22.0,1,3,0.54,2,315,1,purple
17865,55.0,30,1,0.4,1,265,1,purple
17866,55.0,2,3,0.87,1,0,0,pink
17867,22.0,3,0,0.72,1,165,1,purple
17868,25.0,14,0,0.72,76,0,0,pink
17869,29.0,14,0,0.72,76,0,0,pink
17870,41.0,14,0,0.72,76,0,0,pink
17871,56.0,14,1,0.63,76,0,0,pink
17872,71.0,14,0,0.72,76,0,0,pink
17873,66.0,14,0,0.72,76,0,0,pink
17874,81.0,14,0,0.72,76,0,0,pink
17875,30.0,2,0,0.72,1,0,0,pink
17876,52.0,3,0,0.72,1,0,0,pink
17877,42.0,6,3,0.7,1,0,0,pink
17878,33.0,14,1,0.23,1,16,0,pink
17879,95.0,2,4,2.35,1,60,0,pink
17880,40.0,3,2,0.56,1,0,0,pink
17881,30.0,14,0,0.72,1,0,0,pink
17882,59.0,5,0,0.72,1,325,1,purple
17883,80.0,1,0,0.72,1,0,0,pink
17884,102.0,2,4,3.08,1,212,1,purple
17885,60.0,4,0,0.72,3,1,0,pink
17886,46.0,14,1,0.41,76,162,1,purple
17887,46.0,14,1,0.34,76,162,1,purple
17888,46.0,14,2,0.55,76,162,1,purple
17889,34.0,15,0,0.72,1,299,1,purple
17890,35.0,1,0,0.72,1,39,0,pink
17891,46.0,14,1,0.29,76,162,1,purple
17892,35.0,3,4,0.82,1,342,1,purple
17893,100.0,3,1,0.24,1,0,0,pink
17894,29.0,4,0,0.72,2,2,0,pink
17895,60.0,3,3,1.53,1,31,0,pink
17896,50.0,1,0,0.72,24,363,1,purple
17897,50.0,1,0,0.72,24,363,1,purple
17898,50.0,1,0,0.72,24,363,1,purple
17899,50.0,1,0,0.72,24,363,1,purple
17900,50.0,1,0,0.72,24,363,1,purple
17901,50.0,1,0,0.72,24,363,1,purple
17902,66.0,4,14,3.02,1,159,1,purple
17903,40.0,1,4,0.85,1,74,0,pink
17904,30.0,7,1,0.2,1,0,0,pink
17905,49.0,2,1,0.47,2,343,1,purple
17906,45.0,2,1,1.0,1,42,0,pink
17907,59.0,4,20,4.65,1,22,0,pink
17908,70.0,7,0,0.72,24,363,1,purple
17909,70.0,7,0,0.72,24,363,1,purple
17910,70.0,7,0,0.72,24,362,1,purple
17911,60.0,1,0,0.72,24,362,1,purple
17912,40.0,10,0,0.72,1,8,0,pink
17913,49.0,2,17,3.57,3,4,0,pink
17914,60.0,1,0,0.72,24,362,1,purple
17915,60.0,1,0,0.72,24,362,1,purple
17916,60.0,1,0,0.72,24,362,1,purple
17917,60.0,1,0,0.72,24,362,1,purple
17918,60.0,1,0,0.72,24,362,1,purple
17919,60.0,1,0,0.72,24,362,1,purple
17920,60.0,1,0,0.72,24,362,1,purple
17921,60.0,1,0,0.72,24,362,1,purple
17922,60.0,1,0,0.72,24,362,1,purple
17923,60.0,1,0,0.72,24,362,1,purple
17924,60.0,1,0,0.72,24,362,1,purple
17925,60.0,1,0,0.72,24,362,1,purple
17926,60.0,1,0,0.72,24,362,1,purple
17927,60.0,1,0,0.72,24,362,1,purple
17928,18.0,1,2,0.45,2,180,1,purple
17929,45.0,14,1,0.58,8,68,0,pink
17930,91.0,28,3,0.88,1,0,0,pink
17931,69.0,3,0,0.72,1,168,1,purple
17932,69.0,2,0,0.72,1,0,0,pink
17933,20.0,14,0,0.72,1,362,1,purple
17934,113.0,1,0,0.72,3,365,1,purple
17935,99.0,1,0,0.72,1,99,0,pink
17936,51.0,1,0,0.72,3,365,1,purple
17937,15.0,365,0,0.72,1,365,1,purple
17938,65.0,1,0,0.72,1,365,1,purple
17939,68.0,3,4,2.35,2,241,1,purple
17940,20.0,2,0,0.72,3,194,1,purple
17941,35.0,2,32,6.86,1,17,0,pink
17942,51.0,4,3,0.66,3,5,0,pink
17943,55.0,3,6,4.29,1,206,1,purple
17944,33.0,5,1,0.23,1,0,0,pink
17945,95.0,9,0,0.72,2,134,0,pink
17946,28.0,1,9,2.31,1,106,0,pink
17947,20.0,1,0,0.72,1,77,0,pink
17948,27.0,1,0,0.72,1,0,0,pink
17949,44.0,1,6,1.41,11,362,1,purple
17950,39.0,3,4,1.64,1,0,0,pink
17951,55.0,3,0,0.72,3,280,1,purple
17952,75.0,4,2,2.0,7,153,1,purple
17953,20.0,1,0,0.72,1,0,0,pink
17954,45.0,2,0,0.72,8,222,1,purple
17955,91.0,3,22,5.41,2,308,1,purple
17956,150.0,90,1,0.23,1,112,0,pink
17957,56.0,1,40,9.6,1,58,0,pink
17958,99.0,3,1,1.0,2,171,1,purple
17959,70.0,3,6,1.67,1,27,0,pink
17960,40.0,60,0,0.72,2,29,0,pink
17961,79.0,1,5,2.94,1,193,1,purple
17962,200.0,60,0,0.72,1,0,0,pink
17963,90.0,12,0,0.72,1,90,0,pink
17964,72.0,1,0,0.72,1,269,1,purple
17965,22.0,5,0,0.72,5,285,1,purple
17966,63.0,1,0,0.72,1,69,0,pink
17967,24.0,7,1,0.46,1,2,0,pink
17968,250.0,4,0,0.72,8,21,0,pink
17969,38.0,70,0,0.72,1,89,0,pink
17970,45.0,3,7,1.74,1,0,0,pink
17971,105.0,5,4,1.17,1,303,1,purple
17972,33.0,60,0,0.72,2,215,1,purple
17973,72.0,7,0,0.72,1,315,1,purple
17974,35.0,6,1,0.52,1,10,0,pink
17975,40.0,2,1,0.29,2,162,1,purple
17976,75.0,7,0,0.72,2,215,1,purple
17977,24.0,2,0,0.72,1,10,0,pink
17978,30.0,1,4,1.64,2,119,0,pink
17979,38.0,25,0,0.72,2,30,0,pink
17980,45.0,5,3,0.73,1,298,1,purple
17981,54.0,30,0,0.72,28,131,0,pink
17982,50.0,4,0,0.72,1,63,0,pink
17983,80.0,1,4,1.41,1,340,1,purple
17984,59.0,14,1,0.53,3,0,0,pink
17985,40.0,2,0,0.72,1,71,0,pink
17986,60.0,2,9,2.37,1,36,0,pink
17987,46.0,2,0,0.72,1,9,0,pink
17988,46.0,14,0,0.72,76,162,1,purple
17989,56.0,14,1,0.5,76,162,1,purple
17990,71.0,14,0,0.72,76,162,1,purple
17991,46.0,14,1,0.44,76,162,1,purple
17992,95.0,1,20,5.56,5,348,1,purple
17993,108.0,1,13,3.71,5,352,1,purple
17994,120.0,1,23,6.76,5,354,1,purple
17995,145.0,1,1,0.27,5,335,1,purple
17996,133.0,1,15,4.21,5,322,1,purple
17997,40.0,14,2,1.82,1,60,0,pink
17998,190.0,2,3,0.72,1,178,1,purple
17999,28.0,8,0,0.72,1,0,0,pink
18000,41.0,2,10,2.54,1,281,1,purple
18001,35.0,30,1,0.44,2,224,1,purple
18002,96.0,1,21,4.92,5,353,1,purple
18003,107.0,1,1,0.51,5,354,1,purple
18004,81.0,1,1,0.41,5,360,1,purple
18005,129.0,1,0,0.72,5,294,1,purple
18006,137.0,1,3,0.74,5,242,1,purple
18007,58.0,1,0,0.72,3,365,1,purple
18008,43.0,1,20,4.69,1,207,1,purple
18009,57.0,4,0,0.72,1,0,0,pink
18010,81.0,14,0,0.72,76,162,1,purple
18011,66.0,14,1,0.4,76,162,1,purple
18012,40.0,60,1,0.23,1,291,1,purple
18013,70.0,60,0,0.72,1,0,0,pink
18014,119.0,4,0,0.72,1,130,0,pink
18015,25.0,2,7,2.47,1,30,0,pink
18016,25.0,14,0,0.72,76,162,1,purple
18017,55.0,2,0,0.72,3,237,1,purple
18018,129.0,5,5,1.24,5,110,0,pink
18019,94.0,3,0,0.72,3,134,0,pink
18020,69.0,28,0,0.72,3,347,1,purple
18021,38.0,2,0,0.72,1,18,0,pink
18022,100.0,1,0,0.72,3,310,1,purple
