,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,Price category,Rental availability,Host type
3151,Neukölln,52.47588,13.42397,Private room,40.0,4,17,0.34,1,0,Low price,Short term,Private host
3152,Neukölln,52.48265,13.43155,Private room,35.0,10,2,0.03,1,0,Low price,Short term,Private host
3153,Pankow,52.55036,13.45453,Private room,26.0,1,1,0.01,1,0,Low price,Short term,Private host
3154,Charlottenburg-Wilm.,52.48831,13.33104,Entire home/apt,60.0,2,42,0.65,1,0,Low price,Short term,Private host
3155,Pankow,52.56276,13.41858,Entire home/apt,42.0,7,0,,1,0,Low price,Short term,Private host
3156,Treptow - Köpenick,52.48905,13.45926,Private room,60.0,1,1,0.02,1,0,Low price,Short term,Private host
3157,Charlottenburg-Wilm.,52.50733,13.30221,Private room,22.0,2,5,0.07,3,0,Low price,Short term,Commercial host
3158,Friedrichshain-Kreuzberg,52.49559,13.43358,Shared room,15.0,1,0,,1,0,Low price,Short term,Private host
3159,Friedrichshain-Kreuzberg,52.52148,13.45298,Entire home/apt,63.0,3,119,2.03,2,333,Low price,Long term,Private host
3160,Tempelhof - Schöneberg,52.46067,13.37861,Private room,30.0,1,0,,1,0,Low price,Short term,Private host
3161,Mitte,52.5612,13.38336,Entire home/apt,56.0,1,0,,1,0,Low price,Short term,Private host
3162,Mitte,52.55488,13.38083,Private room,23.0,2,3,0.04,1,0,Low price,Short term,Private host
3163,Neukölln,52.48543,13.42902,Private room,25.0,1,4,0.06,1,0,Low price,Short term,Private host
3164,Charlottenburg-Wilm.,52.52414,13.30966,Private room,20.0,4,0,,1,0,Low price,Short term,Private host
3165,Neukölln,52.48182,13.4354,Entire home/apt,40.0,3,67,1.46,1,0,Low price,Short term,Private host
3166,Friedrichshain-Kreuzberg,52.49667,13.44325,Entire home/apt,49.0,6,16,0.23,1,0,Low price,Short term,Private host
3167,Steglitz - Zehlendorf,52.45475,13.32556,Private room,40.0,1,0,,1,131,Low price,Middle term,Private host
3168,Mitte,52.53411,13.35156,Entire home/apt,35.0,5,0,,1,0,Low price,Short term,Private host
3169,Steglitz - Zehlendorf,52.45484,13.32609,Private room,26.0,1,3,0.05,1,0,Low price,Short term,Private host
3170,Friedrichshain-Kreuzberg,52.48756,13.42377,Private room,26.0,27,5,0.07,1,30,Low price,Short term,Private host
3171,Neukölln,52.48315,13.43084,Private room,22.0,1,0,,1,0,Low price,Short term,Private host
3172,Friedrichshain-Kreuzberg,52.49881,13.46456,Private room,17.0,7,5,0.07,1,0,Low price,Short term,Private host
3173,Neukölln,52.48278,13.44126,Private room,39.0,6,38,0.54,1,73,Low price,Short term,Private host
3174,Tempelhof - Schöneberg,52.48627,13.34536,Entire home/apt,51.0,3,181,2.58,3,311,Low price,Long term,Commercial host
3175,Friedrichshain-Kreuzberg,52.49442,13.41443,Private room,48.0,2,340,4.85,1,0,Low price,Short term,Private host
3176,Neukölln,52.47517,13.42691,Entire home/apt,100.0,1,0,,1,0,Middle price,Short term,Private host
3177,Friedrichshain-Kreuzberg,52.51044,13.46465,Private room,35.0,4,11,0.18,1,0,Low price,Short term,Private host
3178,Tempelhof - Schöneberg,52.49739,13.34049,Entire home/apt,50.0,1,3,0.04,1,0,Low price,Short term,Private host
3179,Tempelhof - Schöneberg,52.49531,13.36691,Private room,30.0,6,25,0.36,2,134,Low price,Middle term,Private host
3180,Pankow,52.53512,13.43201,Entire home/apt,49.0,2,1,0.01,1,0,Low price,Short term,Private host
3181,Mitte,52.55719,13.38649,Private room,25.0,7,4,0.06,1,0,Low price,Short term,Private host
3182,Mitte,52.52434,13.33408,Shared room,59.0,1,0,,1,0,Low price,Short term,Private host
3183,Friedrichshain-Kreuzberg,52.50065,13.42956,Private room,37.0,3,15,0.21,4,0,Low price,Short term,Commercial host
3184,Lichtenberg,52.50157,13.49492,Private room,21.0,8,0,,1,0,Low price,Short term,Private host
3185,Pankow,52.54329,13.42234,Entire home/apt,81.0,5,19,0.3,1,0,Middle price,Short term,Private host
3186,Friedrichshain-Kreuzberg,52.50718,13.4691,Private room,28.0,4,1,0.01,1,0,Low price,Short term,Private host
3187,Neukölln,52.48965,13.43186,Private room,26.0,1,1,0.01,1,0,Low price,Short term,Private host
3188,Friedrichshain-Kreuzberg,52.49957,13.44188,Entire home/apt,30.0,7,2,0.03,1,0,Low price,Short term,Private host
3189,Steglitz - Zehlendorf,52.42886,13.18803,Private room,100.0,1,0,,3,69,Middle price,Short term,Commercial host
3190,Friedrichshain-Kreuzberg,52.51498,13.42968,Private room,35.0,3,7,0.1,1,0,Low price,Short term,Private host
3191,Friedrichshain-Kreuzberg,52.49017,13.39573,Private room,70.0,2,2,0.03,1,0,Low price,Short term,Private host
3192,Charlottenburg-Wilm.,52.49328,13.32254,Entire home/apt,75.0,10,2,0.98,1,0,Low price,Short term,Private host
3193,Charlottenburg-Wilm.,52.48722,13.33057,Entire home/apt,51.0,3,165,2.44,3,318,Low price,Long term,Commercial host
3194,Treptow - Köpenick,52.45117,13.50661,Private room,55.0,1,17,0.24,1,0,Low price,Short term,Private host
3195,Mitte,52.53173,13.39468,Entire home/apt,35.0,10,1,0.01,1,0,Low price,Short term,Private host
3196,Pankow,52.56002,13.41251,Private room,20.0,14,11,0.15,2,0,Low price,Short term,Private host
3197,Pankow,52.55902,13.41222,Private room,20.0,6,1,0.02,2,0,Low price,Short term,Private host
3198,Pankow,52.56304,13.40242,Entire home/apt,36.0,5,62,0.87,1,315,Low price,Long term,Private host
3199,Pankow,52.53857,13.42313,Entire home/apt,75.0,1,7,0.14,1,0,Low price,Short term,Private host
3200,Charlottenburg-Wilm.,52.4898,13.3297,Entire home/apt,51.0,3,157,2.25,3,328,Low price,Long term,Commercial host
3201,Neukölln,52.48256,13.44133,Private room,32.0,1,257,3.67,1,28,Low price,Short term,Private host
3202,Neukölln,52.47435,13.42569,Entire home/apt,75.0,4,18,0.25,1,285,Low price,Long term,Private host
3203,Neukölln,52.46905,13.44525,Entire home/apt,55.0,4,17,0.24,1,0,Low price,Short term,Private host
3204,Mitte,52.52537,13.404,Entire home/apt,75.0,3,6,0.16,1,0,Low price,Short term,Private host
3205,Treptow - Köpenick,52.41555,13.53629,Entire home/apt,55.0,2,15,0.27,1,31,Low price,Short term,Private host
3206,Charlottenburg-Wilm.,52.50985,13.27846,Private room,36.0,2,12,0.17,1,0,Low price,Short term,Private host
3207,Mitte,52.52599,13.33911,Private room,84.0,1,1,0.01,1,0,Middle price,Short term,Private host
3208,Neukölln,52.47274,13.4482,Private room,33.0,1,107,1.5,1,358,Low price,Long term,Private host
3209,Pankow,52.53639,13.42074,Entire home/apt,90.0,7,3,0.05,1,0,Middle price,Short term,Private host
3210,Friedrichshain-Kreuzberg,52.49133,13.37773,Entire home/apt,40.0,7,1,0.01,1,0,Low price,Short term,Private host
3211,Pankow,52.52967,13.42377,Entire home/apt,80.0,4,1,0.01,1,356,Middle price,Long term,Private host
3212,Neukölln,52.47668,13.41874,Entire home/apt,50.0,5,1,0.01,1,0,Low price,Short term,Private host
3213,Charlottenburg-Wilm.,52.4703,13.30979,Entire home/apt,253.0,3,16,0.23,2,89,Middle price,Short term,Private host
3214,Mitte,52.53241,13.35025,Private room,20.0,2,3,0.04,1,0,Low price,Short term,Private host
3215,Friedrichshain-Kreuzberg,52.49959,13.44056,Entire home/apt,75.0,5,4,0.06,1,0,Low price,Short term,Private host
3216,Friedrichshain-Kreuzberg,52.51116,13.47108,Entire home/apt,65.0,1,6,0.09,1,0,Low price,Short term,Private host
3217,Friedrichshain-Kreuzberg,52.51717,13.4648,Entire home/apt,45.0,4,1,0.01,1,0,Low price,Short term,Private host
3218,Charlottenburg-Wilm.,52.50363,13.29588,Entire home/apt,45.0,20,0,,1,0,Low price,Short term,Private host
3219,Neukölln,52.48647,13.43581,Entire home/apt,75.0,3,8,0.11,1,0,Low price,Short term,Private host
3220,Pankow,52.54029,13.40552,Private room,9.0,1,0,,1,0,Low price,Short term,Private host
3221,Charlottenburg-Wilm.,52.50582,13.32398,Entire home/apt,105.0,2,27,0.38,1,177,Middle price,Middle term,Private host
3222,Neukölln,52.47221,13.42372,Entire home/apt,35.0,1,0,,1,0,Low price,Short term,Private host
3223,Friedrichshain-Kreuzberg,52.49375,13.4374,Entire home/apt,60.0,12,2,0.03,1,0,Low price,Short term,Private host
3224,Neukölln,52.47111,13.43285,Entire home/apt,49.0,1,259,3.9,1,271,Low price,Long term,Private host
3225,Treptow - Köpenick,52.4897,13.44745,Entire home/apt,79.0,7,22,0.31,1,9,Low price,Short term,Private host
3226,Friedrichshain-Kreuzberg,52.49009,13.42233,Entire home/apt,50.0,14,0,,1,0,Low price,Short term,Private host
3227,Neukölln,52.47104,13.441,Private room,25.0,3,1,0.01,1,0,Low price,Short term,Private host
3228,Charlottenburg-Wilm.,52.47976,13.32607,Entire home/apt,24.0,14,0,,1,0,Low price,Short term,Private host
3229,Mitte,52.52264,13.38002,Entire home/apt,120.0,3,38,0.53,1,343,Middle price,Long term,Private host
3230,Pankow,52.54156,13.42193,Entire home/apt,50.0,7,0,,1,0,Low price,Short term,Private host
3231,Pankow,52.55154,13.41089,Private room,50.0,1,0,,1,0,Low price,Short term,Private host
3232,Treptow - Köpenick,52.3925,13.63991,Entire home/apt,249.0,2,4,0.06,1,180,Middle price,Middle term,Private host
3233,Friedrichshain-Kreuzberg,52.496868,13.423955,Entire home/apt,120.0,5,9,0.13,1,254,Middle price,Long term,Private host
3234,Neukölln,52.48587,13.4366,Entire home/apt,100.0,3,4,0.06,1,0,Middle price,Short term,Private host
3235,Friedrichshain-Kreuzberg,52.50962,13.45439,Private room,24.0,2,11,0.16,1,0,Low price,Short term,Private host
3236,Friedrichshain-Kreuzberg,52.52447,13.45097,Entire home/apt,50.0,1,1,0.01,1,0,Low price,Short term,Private host
3237,Friedrichshain-Kreuzberg,52.49552,13.43401,Entire home/apt,80.0,1,5,0.07,1,0,Middle price,Short term,Private host
3238,Mitte,52.55751,13.34471,Private room,16.0,1,1,0.01,2,0,Low price,Short term,Private host
3239,Mitte,52.55702,13.34439,Private room,20.0,1,1,0.01,2,0,Low price,Short term,Private host
3240,Pankow,52.53402,13.42468,Private room,25.0,2,66,1.04,1,0,Low price,Short term,Private host
3241,Mitte,52.51225,13.39487,Private room,30.0,7,16,0.23,1,0,Low price,Short term,Private host
3242,Friedrichshain-Kreuzberg,52.49168,13.39621,Private room,27.0,3,1,0.01,1,0,Low price,Short term,Private host
3243,Pankow,52.55259,13.41648,Entire home/apt,45.0,3,44,0.62,1,190,Low price,Long term,Private host
3244,Neukölln,52.47567,13.44959,Private room,68.0,3,3,0.05,1,0,Low price,Short term,Private host
3245,Tempelhof - Schöneberg,52.49921,13.3494,Private room,27.0,2,3,0.06,2,0,Low price,Short term,Private host
3246,Mitte,52.53823,13.40174,Entire home/apt,149.0,1,147,2.07,3,316,Middle price,Long term,Commercial host
3247,Neukölln,52.46657,13.42333,Entire home/apt,46.0,4,7,1.14,1,4,Low price,Short term,Private host
3248,Friedrichshain-Kreuzberg,52.49504,13.42537,Entire home/apt,95.0,2,6,0.11,2,0,Middle price,Short term,Private host
3249,Mitte,52.5295,13.35204,Private room,25.0,10,13,0.18,1,0,Low price,Short term,Private host
3250,Treptow - Köpenick,52.4042,13.57112,Private room,23.0,2,58,0.82,1,212,Low price,Long term,Private host
3251,Neukölln,52.46751,13.42856,Entire home/apt,60.0,2,18,0.25,1,0,Low price,Short term,Private host
3252,Mitte,52.55895,13.38482,Private room,25.0,6,57,0.8,1,316,Low price,Long term,Private host
3253,Neukölln,52.46997,13.43667,Entire home/apt,85.0,1,1,0.01,1,0,Middle price,Short term,Private host
3254,Friedrichshain-Kreuzberg,52.49773,13.42677,Entire home/apt,131.0,2,220,3.17,2,42,Middle price,Short term,Private host
3255,Friedrichshain-Kreuzberg,52.52757,13.42831,Entire home/apt,133.0,14,6,0.33,1,0,Middle price,Short term,Private host
3256,Neukölln,52.47232,13.42459,Entire home/apt,55.0,3,5,0.07,1,0,Low price,Short term,Private host
3257,Treptow - Köpenick,52.48882,13.4445,Entire home/apt,59.0,1,9,0.15,1,0,Low price,Short term,Private host
3258,Pankow,52.53453,13.40937,Entire home/apt,75.0,15,0,,1,193,Low price,Long term,Private host
3259,Friedrichshain-Kreuzberg,52.5016,13.45715,Entire home/apt,60.0,2,1,0.01,1,0,Low price,Short term,Private host
3260,Friedrichshain-Kreuzberg,52.49299,13.37945,Entire home/apt,85.0,2,12,0.17,2,195,Middle price,Long term,Private host
3261,Friedrichshain-Kreuzberg,52.5114,13.4673,Entire home/apt,49.0,5,0,,1,0,Low price,Short term,Private host
3262,Mitte,52.52457,13.33426,Private room,29.0,2,0,,1,0,Low price,Short term,Private host
3263,Mitte,52.51772,13.42416,Shared room,28.0,1,43,0.62,49,300,Low price,Long term,Commercial host
3264,Neukölln,52.47517,13.45105,Private room,25.0,3,9,0.13,1,0,Low price,Short term,Private host
3265,Mitte,52.53751,13.39797,Entire home/apt,75.0,4,1,0.01,1,0,Low price,Short term,Private host
3266,Mitte,52.54789,13.34657,Private room,32.0,3,2,0.03,1,0,Low price,Short term,Private host
3267,Pankow,52.55958,13.45924,Entire home/apt,55.0,6,1,0.01,1,0,Low price,Short term,Private host
3268,Neukölln,52.48455,13.43674,Private room,21.0,14,3,0.04,1,0,Low price,Short term,Private host
3269,Mitte,52.53432,13.40427,Private room,35.0,3,99,1.39,2,287,Low price,Long term,Private host
3270,Mitte,52.54174,13.35522,Private room,19.0,7,45,0.63,2,4,Low price,Short term,Private host
3271,Mitte,52.55655,13.39141,Entire home/apt,48.0,2,3,0.05,1,0,Low price,Short term,Private host
3272,Neukölln,52.48153,13.44132,Private room,30.0,3,3,0.04,1,0,Low price,Short term,Private host
3273,Friedrichshain-Kreuzberg,52.52684,13.45162,Entire home/apt,50.0,14,0,,1,0,Low price,Short term,Private host
3274,Friedrichshain-Kreuzberg,52.514,13.44884,Private room,25.0,7,0,,2,0,Low price,Short term,Private host
3275,Friedrichshain-Kreuzberg,52.50054,13.41711,Entire home/apt,15.0,5,3,0.04,1,0,Low price,Short term,Private host
3276,Friedrichshain-Kreuzberg,52.50895,13.4627,Entire home/apt,85.0,21,1,0.01,1,0,Middle price,Short term,Private host
3277,Pankow,52.55063,13.45072,Entire home/apt,31.0,21,0,,1,0,Low price,Short term,Private host
3278,Treptow - Köpenick,52.49003,13.44485,Private room,17.0,2,20,0.28,1,0,Low price,Short term,Private host
3279,Pankow,52.54957,13.44344,Private room,20.0,4,1,0.01,1,0,Low price,Short term,Private host
3280,Pankow,52.56494,13.41883,Entire home/apt,185.0,3,19,0.38,1,0,Middle price,Short term,Private host
3281,Friedrichshain-Kreuzberg,52.49294,13.44083,Entire home/apt,50.0,7,1,0.01,1,0,Low price,Short term,Private host
3282,Neukölln,52.46917,13.42645,Private room,29.0,3,7,0.1,1,0,Low price,Short term,Private host
3283,Mitte,52.52795,13.40286,Private room,69.0,3,0,,1,0,Low price,Short term,Private host
3284,Charlottenburg-Wilm.,52.50584,13.29314,Shared room,60.0,1,0,,1,0,Low price,Short term,Private host
3285,Neukölln,52.49163,13.42911,Entire home/apt,55.0,105,7,0.1,1,0,Low price,Short term,Private host
3286,Friedrichshain-Kreuzberg,52.48731,13.38994,Entire home/apt,64.0,3,3,0.04,1,0,Low price,Short term,Private host
3287,Pankow,52.53191,13.41631,Entire home/apt,128.0,1,178,2.66,1,106,Middle price,Middle term,Private host
3288,Friedrichshain-Kreuzberg,52.4982,13.4217,Entire home/apt,130.0,1,3,0.04,1,0,Middle price,Short term,Private host
3289,Neukölln,52.46713,13.4273,Private room,60.0,3,0,,1,0,Low price,Short term,Private host
3290,Friedrichshain-Kreuzberg,52.50106,13.42188,Private room,28.0,4,1,0.01,1,0,Low price,Short term,Private host
3291,Neukölln,52.48501,13.43116,Private room,30.0,2,20,0.34,1,0,Low price,Short term,Private host
3292,Friedrichshain-Kreuzberg,52.51137,13.46177,Entire home/apt,60.0,7,2,0.05,1,0,Low price,Short term,Private host
3293,Pankow,52.55268,13.41598,Entire home/apt,120.0,2,108,2.32,1,318,Middle price,Long term,Private host
3294,Neukölln,52.4816,13.4303,Private room,25.0,1,1,0.01,1,0,Low price,Short term,Private host
3295,Friedrichshain-Kreuzberg,52.51212,13.45309,Entire home/apt,140.0,2,124,1.76,4,186,Middle price,Long term,Commercial host
3296,Mitte,52.54824,13.35778,Entire home/apt,35.0,5,1,0.01,1,0,Low price,Short term,Private host
3297,Mitte,52.54071,13.35143,Private room,17.0,1,17,0.24,1,0,Low price,Short term,Private host
3298,Mitte,52.53365,13.40593,Private room,34.0,7,26,0.37,2,255,Low price,Long term,Private host
3299,Reinickendorf,52.56797,13.37154,Private room,36.0,2,9,0.13,1,88,Low price,Short term,Private host
3300,Friedrichshain-Kreuzberg,52.49754,13.38505,Entire home/apt,56.0,3,22,0.35,1,0,Low price,Short term,Private host
3301,Charlottenburg-Wilm.,52.50865,13.2948,Entire home/apt,50.0,7,1,0.01,1,0,Low price,Short term,Private host
3302,Pankow,52.52945,13.41173,Entire home/apt,45.0,14,30,0.42,1,40,Low price,Short term,Private host
3303,Mitte,52.55425,13.3772,Entire home/apt,65.0,2,1,0.01,1,0,Low price,Short term,Private host
3304,Friedrichshain-Kreuzberg,52.49662,13.4091,Entire home/apt,80.0,3,44,0.62,1,0,Middle price,Short term,Private host
3305,Neukölln,52.48302,13.42207,Entire home/apt,60.0,7,0,,1,0,Low price,Short term,Private host
3306,Friedrichshain-Kreuzberg,52.48788,13.42003,Private room,50.0,5,10,0.16,1,0,Low price,Short term,Private host
3307,Friedrichshain-Kreuzberg,52.52109,13.44727,Entire home/apt,60.0,2,10,0.17,1,0,Low price,Short term,Private host
3308,Mitte,52.52993,13.40138,Private room,36.0,3,4,0.07,1,0,Low price,Short term,Private host
3309,Reinickendorf,52.58324,13.30426,Private room,19.0,40,13,0.18,1,95,Low price,Middle term,Private host
3310,Treptow - Köpenick,52.46764,13.49516,Entire home/apt,60.0,1,0,,1,0,Low price,Short term,Private host
3311,Friedrichshain-Kreuzberg,52.49901,13.41851,Private room,31.0,3,5,0.07,1,0,Low price,Short term,Private host
3312,Lichtenberg,52.50268,13.49005,Private room,35.0,1,83,1.18,1,71,Low price,Short term,Private host
3313,Steglitz - Zehlendorf,52.45217,13.27753,Entire home/apt,22.0,5,0,,2,0,Low price,Short term,Private host
3314,Tempelhof - Schöneberg,52.4883,13.35576,Private room,20.0,4,2,0.03,1,0,Low price,Short term,Private host
3315,Tempelhof - Schöneberg,52.48616,13.35455,Private room,30.0,1,3,0.04,1,0,Low price,Short term,Private host
3316,Neukölln,52.48475,13.4435,Private room,50.0,2,18,0.31,3,0,Low price,Short term,Commercial host
3317,Friedrichshain-Kreuzberg,52.51318,13.46722,Private room,65.0,2,1,0.01,1,0,Low price,Short term,Private host
3318,Neukölln,52.47476,13.45097,Private room,24.0,4,5,0.07,3,0,Low price,Short term,Commercial host
3319,Steglitz - Zehlendorf,52.41638,13.31466,Entire home/apt,72.0,5,1,0.01,1,0,Low price,Short term,Private host
3320,Friedrichshain-Kreuzberg,52.4964,13.39395,Private room,29.0,1,2,0.03,1,0,Low price,Short term,Private host
3321,Neukölln,52.48501,13.43307,Entire home/apt,66.0,2,1,0.01,1,0,Low price,Short term,Private host
3322,Reinickendorf,52.58073,13.28974,Entire home/apt,40.0,5,0,,1,0,Low price,Short term,Private host
3323,Tempelhof - Schöneberg,52.47856,13.36179,Private room,25.0,3,1,0.02,1,0,Low price,Short term,Private host
3324,Reinickendorf,52.5746,13.34344,Private room,29.0,3,10,0.17,1,82,Low price,Short term,Private host
3325,Friedrichshain-Kreuzberg,52.49882,13.38517,Private room,30.0,3,3,0.04,1,0,Low price,Short term,Private host
3326,Reinickendorf,52.58601,13.29833,Entire home/apt,50.0,61,0,,1,58,Low price,Short term,Private host
3327,Pankow,52.5644,13.39946,Entire home/apt,90.0,10,0,,1,0,Middle price,Short term,Private host
3328,Lichtenberg,52.56198,13.49392,Private room,36.0,2,41,0.61,3,291,Low price,Long term,Commercial host
3329,Mitte,52.52122,13.4082,Private room,30.0,1,2,0.03,2,0,Low price,Short term,Private host
3330,Friedrichshain-Kreuzberg,52.5248,13.45147,Entire home/apt,33.0,3,10,0.14,1,0,Low price,Short term,Private host
3331,Mitte,52.52056,13.40745,Private room,22.0,1,2,0.03,2,0,Low price,Short term,Private host
3332,Friedrichshain-Kreuzberg,52.49452,13.4361,Entire home/apt,40.0,8,1,0.01,1,0,Low price,Short term,Private host
3333,Friedrichshain-Kreuzberg,52.49345,13.3966,Private room,80.0,1,0,,1,365,Middle price,Long term,Private host
